"","s001","s002","s003","s004","s005","s006","s007","s008","s009","s010","s011","s012","s013","s014","s015","s016","s017","s018","s019","s020","s021","s022","s023","s024","s025","s026","s027","s028","s029","s030","s031","s032","s033","s034","s035","s036","s037","s038","s039","s040","s041","s042","s043","s044","s045","s046","s047","s048","s049","s050","s051","s052","s053","s054","s055","s056","s057","s058","s059","s060","s061","s062","s063","s064","s065","s066","s067","s068","s069","s070","s071","s072","s073","s074","s075","s076","s077","s078","s079","s080","s081","s082","s083","s084","s085","s086","s087","s088","s089","s090","s091","s092","s093","s094","s095","s096","s097","s098","s099","s100","s101","s102","s103","s104","s105","s106","s107","s108","s109","s110","s111","s112","s113","s114","s115","s116","s117","s118","s119","s120","s121","s122","s123","s124","s125","s126","s127","s128","s129","s130","s131","s132","s133","s134","s135","s136","s137","s138","s139","s140","s141","s142","s143","s144","s145","s146","s147","s148","s149","s150","s151","s152","s153","s154","s155","s156","s157","s158","s159","s160"
"s001",0,0.576253178867023,0.335230530795028,0.819256925717732,NA,0.227985003137541,0.897217521391478,0.19612072133627,NA,2.17438461591502,0.415680228193122,0.738093282179915,0.830322992400679,0.342675652625682,0.841025015793944,NA,0.560921735690392,0.642480116066249,0.217181598282467,2.52631961392485,2.52631961392485,0.0547873813374581,NA,NA,NA,0.837607732647366,0.376381159431807,0.169792246102194,1.49439559392929,NA,NA,0.720224128716397,0.138990605886484,1.56263006213649,1.37578796281498,NA,0.520803906778591,0.246669374159168,0.113477303234354,0.435240272104096,1.62038962220288,NA,0.661752573220558,1.10688971843414,NA,2.19226530553523,0.348739145217555,NA,0.364386912501852,NA,1.56446375101068,0.464104950691276,0.272584533733566,0.396298520056955,NA,0.25450505405139,1.54029802919139,0.840521811952751,NA,0.505115406380255,0.927476770119202,1.62038962220288,NA,1.32838301267572,0.865392186355315,0.330676571984161,1.02165536364752,1.30202079210237,0.738093282179915,1.18980915775636,0.0856995484273359,1.39534642988182,0.236527249167421,0.221343657706036,1.9253807330894,0.79390232822414,0.474492858226907,NA,0.572304340809717,NA,0.701431651894281,0.433800909533952,1.57183159421297,0.646863358796362,NA,0.762794499159037,0.364386912501852,0.876516465746684,0.182484659152475,0.694196395708263,0.272584533733566,NA,1.02165536364752,NA,0.861358015886487,1.32432460823758,0.900762256343942,0.48971449454753,1.60273786441407,NA,1.54741960914891,NA,NA,NA,0.320126157703856,0.684408951101466,0.572304340809717,0.702358011209385,NA,2.2089559891629,NA,0.520803906778591,1.03266159338932,0.246669374159168,0.768972774129048,0.295103790547113,0.441730904659148,1.57183159421297,0.302890322719048,NA,0.415680228193122,NA,0.439854806517697,NA,0.457336193495112,0.738093282179915,1.57183159421297,NA,NA,2.06876716030924,0.642480116066249,1.35187823159723,NA,0.0809992305158928,1.18467987451226,NA,NA,0.917346920400974,0.381027785525327,2.0791882299259,0.77983587775023,0.312493389079091,0.69388368122414,NA,NA,NA,0.532821525932862,0.342675652625682,0.76721648665858,1.60273786441407,0.236527249167421,NA,NA,NA,0.0812492486630429,0.90533017309491,NA,0.0394112502572511,NA,NA
"s002",0.576253178867023,0,0.241022648071995,0.243003746850708,NA,0.348268175729482,0.320964342524455,0.380132457530753,NA,2.75063779478205,0.160572950673901,0.161840103312892,0.254069813533656,0.233577526241341,0.26477183692692,NA,0.0153314431766276,0.0662269371992255,0.359071580584557,1.95006643505783,1.95006643505783,0.521465797529567,NA,NA,NA,0.261354553780343,0.199872019435216,0.406460932764829,0.918142415062263,NA,NA,0.143970949849374,0.437262572980538,0.986376883269462,0.799534783947961,NA,0.0554492720884311,0.329583804707854,0.462775875632669,0.141012906762929,1.04413644333586,NA,0.0854993943535333,0.530636539567118,NA,2.76851848440225,0.227514033649468,NA,0.211866266365171,NA,0.988210572143652,0.112148228175748,0.303668645133458,0.972551698923979,NA,0.321748124815633,0.964044850324371,0.264268633085727,NA,1.08136858524728,0.351223591252178,1.04413644333586,NA,0.752129833808697,0.289139007488292,0.245576606882862,0.445402184780498,0.725767613235343,0.161840103312892,0.613555978889335,0.490553630439687,0.819093251014799,0.339725929699603,0.354909521160988,1.34912755422237,0.217649149357116,0.101760320640117,NA,0.00394883805731638,NA,0.125178473027257,0.142452269333071,0.995578415345943,0.0706101799293388,NA,0.186541320292014,0.211866266365171,0.30026328687966,0.393768519714547,0.117943216841239,0.303668645133458,NA,0.445402184780498,NA,0.285104837019463,0.748071429370555,0.324509077476918,0.0865386843194923,1.02648468554704,NA,0.971166430281889,NA,NA,NA,0.256127021163167,0.108155772234441,0.00394883805731638,0.126104832342361,NA,2.78520916802993,NA,0.0554492720884311,0.456408414522299,0.329583804707854,0.192719595262025,0.28114938831991,0.134522274207875,0.995578415345943,0.273362856147975,NA,0.160572950673901,NA,1.01610798538472,NA,0.118916985371913,0.161840103312892,0.995578415345943,NA,NA,1.49251398144222,0.0662269371992255,1.92813141046425,NA,0.495253948351131,0.608426695645238,NA,NA,0.34109374153395,0.195225393341696,2.65544140879292,0.203582698883206,0.263759789787932,0.117630502357116,NA,NA,NA,0.0434316529341602,0.233577526241341,0.190963307791556,1.02648468554704,0.339725929699603,NA,NA,NA,0.49500393020398,0.329076994227886,NA,0.615664429124273,NA,NA
"s003",0.335230530795028,0.241022648071995,0,0.484026394922704,NA,0.107245527657487,0.56198699059645,0.139109809458758,NA,2.50961514671005,0.0804496973980944,0.402862751384887,0.495092461605651,0.00744512183066933,0.505794484998915,NA,0.225691204895364,0.307249585271221,0.118048932512561,2.19108908312983,2.19108908312983,0.280443149457571,NA,NA,NA,0.502377201852338,0.0411506286367762,0.165438284692833,1.15916506313426,NA,NA,0.384993597921369,0.196239924908544,1.22739953134146,1.04055743201996,NA,0.185573375983563,0.0885611566358592,0.221753227560674,0.100009741309068,1.28515909140785,NA,0.32652204242553,0.771659187639113,NA,2.52749583633026,0.013508614422527,NA,0.0291563817068271,NA,1.22923322021565,0.128874419896249,0.062645997061464,0.731529050851984,NA,0.080725476743638,1.20506749839637,0.505291281157723,NA,0.840345937175284,0.592246239324174,1.28515909140785,NA,0.993152481880692,0.530161655560287,0.00455395881087807,0.686424832852493,0.966790261307338,0.402862751384887,0.85457862696133,0.249530982367692,1.06011589908679,0.0987032816276077,0.113886873088992,1.59015020229437,0.458671797429112,0.139262327431879,NA,0.237073810014689,NA,0.366201121099253,0.0985703787389228,1.23660106341794,0.311632828001334,NA,0.427563968364009,0.0291563817068271,0.541285934951656,0.152745871642552,0.358965864913234,0.062645997061464,NA,0.686424832852493,NA,0.526127485091458,0.98909407744255,0.565531725548914,0.154483963752501,1.26750733361904,NA,1.21218907835388,NA,NA,NA,0.015104373091165,0.349178420306437,0.237073810014689,0.367127480414356,NA,2.54418651995793,NA,0.185573375983563,0.697431062594294,0.0885611566358592,0.43374224333402,0.0401267402479172,0.106500373864119,1.23660106341794,0.0323402080759809,NA,0.0804496973980944,NA,0.775085337312726,NA,0.122105662700084,0.402862751384887,1.23660106341794,NA,NA,1.73353662951421,0.307249585271221,1.68710876239225,NA,0.254231300279136,0.849449343717233,NA,NA,0.582116389605946,0.0457972547302977,2.41441876072092,0.444605346955202,0.0227371417159364,0.358653150429111,NA,NA,NA,0.197590995137834,0.00744512183066933,0.431985955863552,1.26750733361904,0.0987032816276077,NA,NA,NA,0.253981282131986,0.570099642299882,NA,0.374641781052278,NA,NA
"s004",0.819256925717732,0.243003746850708,0.484026394922704,0,NA,0.59127192258019,0.077960595673746,0.623136204381462,NA,2.99364154163276,0.403576697524609,0.081163643537817,0.0110660666829663,0.47658127309205,0.0217680900762177,NA,0.25833519002734,0.176776809651483,0.602075327435265,1.70706268820712,1.70706268820712,0.764469544380275,NA,NA,NA,0.018350806929635,0.442875766285925,0.649464679615537,0.675138668211554,NA,NA,0.0990327970013341,0.680266319831247,0.743373136418754,0.556531037097253,NA,0.298453018939141,0.572587551558563,0.705779622483378,0.384016653613637,0.801132696485149,NA,0.157504352497174,0.287632792716409,NA,3.01152223125296,0.470517780500177,NA,0.45487001321588,NA,0.745206825292943,0.355151975026456,0.546672391984166,1.21555544577469,NA,0.564751871666341,0.721041103473662,0.021264886235023,NA,1.32437233209799,0.10821984440147,0.801132696485149,NA,0.509126086957989,0.046135260637584,0.488580353733571,0.20239843792979,0.482763866384634,0.081163643537817,0.370552232038627,0.733557377290396,0.57608950416409,0.582729676550311,0.597913268011696,1.10612380737166,0.0253545974935896,0.344764067490825,NA,0.246952584908015,NA,0.117825273823451,0.38545601618378,0.752574668495234,0.17239356692137,NA,0.0564624265586948,0.45487001321588,0.0572595400289523,0.636772266565256,0.125060530009469,0.546672391984166,NA,0.20239843792979,NA,0.0421010901687542,0.505067682519847,0.0815053306262103,0.329542431170201,0.783480938696337,NA,0.728162683431181,NA,NA,NA,0.499130768013876,0.134847974616266,0.246952584908015,0.116898914508347,NA,3.02821291488063,NA,0.298453018939141,0.213404667671591,0.572587551558563,0.050284151588684,0.524153135170618,0.377526021058584,0.752574668495234,0.516366602998684,NA,0.403576697524609,NA,1.25911173223543,NA,0.361920732222621,0.081163643537817,0.752574668495234,NA,NA,1.24951023459151,0.176776809651483,2.17113515731496,NA,0.738257695201839,0.36542294879453,NA,NA,0.0980899946832415,0.438229140192405,2.89844515564363,0.0394210479675042,0.506763536638641,0.125373244493594,NA,NA,NA,0.28643539978487,0.47658127309205,0.0520404390591522,0.783480938696337,0.582729676550311,NA,NA,NA,0.738007677054689,0.0860732473771788,NA,0.858668175974981,NA,NA
"s005",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s006",0.227985003137541,0.348268175729482,0.107245527657487,0.59127192258019,NA,0,0.669232518253937,0.0318642818012701,NA,2.40236961905257,0.187695225055582,0.510108279042374,0.602337989263138,0.114690649488141,0.613040012656402,NA,0.332936732552851,0.414495112928708,0.0108034048550682,2.29833461078731,2.29833461078731,0.173197621800085,NA,NA,NA,0.609622729509825,0.148396156294265,0.0581927570353467,1.26641059079174,NA,NA,0.492239125578856,0.0889943972510564,1.33464505899894,1.14780295967744,NA,0.29281890364105,0.0186843710216219,0.114507699903188,0.207255268966554,1.39240461906534,NA,0.433767570083017,0.8789047152966,NA,2.42025030867277,0.120754142080012,NA,0.136401909364311,NA,1.33647874787313,0.236119947553735,0.0445995305960268,0.624283523194497,NA,0.0265200509138435,1.31231302605385,0.612536808815209,NA,0.733100409517797,0.699491766981661,1.39240461906534,NA,1.10039800953818,0.637407183217774,0.10269156884662,0.79367036050998,1.07403578896482,0.510108279042374,0.961824154618817,0.142285454710205,1.16736142674428,0.00854224602988802,0.00664134543151473,1.69739572995185,0.565917325086599,0.246507855089366,NA,0.344319337672175,NA,0.473446648756739,0.20581590639641,1.34384659107542,0.418878355658821,NA,0.534809496021496,0.136401909364311,0.648531462609143,0.0455003439850657,0.466211392570722,0.0445995305960268,NA,0.79367036050998,NA,0.633373012748945,1.09633960510004,0.6727772532064,0.261729491409988,1.37475286127653,NA,1.31943460601137,NA,NA,NA,0.0921411545663147,0.456423947963924,0.344319337672175,0.474373008071843,NA,2.43694099230044,NA,0.29281890364105,0.804676590251781,0.0186843710216219,0.540987770991507,0.0671187874095709,0.213745901521606,1.34384659107542,0.0749053195815083,NA,0.187695225055582,NA,0.667839809655239,NA,0.22935119035757,0.510108279042374,1.34384659107542,NA,NA,1.8407821571717,0.414495112928708,1.57986323473477,NA,0.146985772621648,0.95669487137472,NA,NA,0.689361917263433,0.153042782387785,2.30717323306344,0.551850874612688,0.0845083859415494,0.465898678086598,NA,NA,NA,0.30483652279532,0.114690649488141,0.539231483521038,1.37475286127653,0.00854224602988802,NA,NA,NA,0.146735754474499,0.677345169957368,NA,0.267396253394791,NA,NA
"s007",0.897217521391478,0.320964342524455,0.56198699059645,0.077960595673746,NA,0.669232518253937,0,0.701096800055208,NA,3.07160213730651,0.481537293198356,0.159124239211563,0.0668945289908,0.554541868765796,0.0561925055975334,NA,0.336295785701086,0.254737405325229,0.680035923109012,1.62910209253338,1.62910209253338,0.842430140054022,NA,NA,NA,0.059609788744113,0.520836361959672,0.727425275289284,0.597178072537807,NA,NA,0.17699339267508,0.758226915504993,0.665412540745007,0.478570441423506,NA,0.376413614612887,0.65054814723231,0.783740218157124,0.461977249287383,0.723172100811402,NA,0.23546494817092,0.209672197042662,NA,3.08948282692671,0.548478376173924,NA,0.532830608889626,NA,0.667246229619197,0.433112570700202,0.624632987657913,1.29351604144843,NA,0.642712467340088,0.643080507799915,0.0566957094387269,NA,1.40233292777173,0.0302592487277181,0.723172100811402,NA,0.431165491284242,0.031825335036162,0.566540949407317,0.124437842256042,0.404803270710888,0.159124239211563,0.292591636364879,0.811517972964142,0.498128908490343,0.660690272224058,0.675873863685443,1.02816321169792,0.103315193167337,0.422724663164571,NA,0.324913180581762,NA,0.195785869497198,0.463416611857527,0.674614072821488,0.250354162595116,NA,0.134423022232441,0.532830608889626,0.0207010556447905,0.714732862239002,0.203021125683214,0.624632987657913,NA,0.124437842256042,NA,0.0358595055049884,0.4271070868461,0.00354473495246068,0.407503026843948,0.70552034302259,NA,0.650202087757434,NA,NA,NA,0.577091363687623,0.212808570290012,0.324913180581762,0.194859510182093,NA,3.10617351055439,NA,0.376413614612887,0.135444071997844,0.65054814723231,0.128244747262431,0.602113730844365,0.45548661673233,0.674614072821488,0.59432719867243,NA,0.481537293198356,NA,1.33707232790918,NA,0.439881327896367,0.159124239211563,0.674614072821488,NA,NA,1.17154963891776,0.254737405325229,2.2490957529887,NA,0.816218290875586,0.287462353120783,NA,NA,0.0201293990094894,0.516189735866152,2.97640575131738,0.117381643641248,0.584724132312387,0.203333840167339,NA,NA,NA,0.364395995458617,0.554541868765796,0.130001034732898,0.70552034302259,0.660690272224058,NA,NA,NA,0.815968272728436,0.0081126517034267,NA,0.936628771648728,NA,NA
"s008",0.19612072133627,0.380132457530753,0.139109809458758,0.623136204381462,NA,0.0318642818012701,0.701096800055208,0,NA,2.37050533725129,0.219559506856852,0.541972560843645,0.634202271064409,0.146554931289412,0.644904294457673,NA,0.364801014354122,0.446359394729979,0.0210608769461942,2.33019889258858,2.33019889258858,0.141333339998814,NA,NA,NA,0.641487011311096,0.180260438095536,0.0263284752340798,1.29827487259302,NA,NA,0.524103407380127,0.0571301154497877,1.36650934080022,1.17966724147871,NA,0.324683185442321,0.0505486528228955,0.0826434181019166,0.239119550767825,1.42426890086661,NA,0.465631851884288,0.910768997097871,NA,2.3883860268715,0.152618423881284,NA,0.168266191165583,NA,1.36834302967441,0.267984229355007,0.0764638123972957,0.592419241393226,NA,0.0583843327151197,1.34417730785512,0.644401090616481,NA,0.701236127716526,0.731356048782932,1.42426890086661,NA,1.13226229133945,0.669271465019045,0.134555850647892,0.825534642311251,1.1059000707661,0.541972560843645,0.993688436420088,0.110421172908934,1.19922570854555,0.040406527831155,0.0252229363697667,1.72926001175313,0.59778160688787,0.278372136890637,NA,0.376183619473446,NA,0.505310930558011,0.237680188197682,1.3757108728767,0.450742637460092,NA,0.566673777822767,0.168266191165583,0.680395744410414,0.0136360621837966,0.498075674371993,0.0764638123972957,NA,0.825534642311251,NA,0.665237294550217,1.12820388690131,0.704641535007672,0.29359377321126,1.4066171430778,NA,1.35129888781264,NA,NA,NA,0.124005436367585,0.488288229765196,0.376183619473446,0.506237289873115,NA,2.40507671049917,NA,0.324683185442321,0.836540872053052,0.0505486528228955,0.572852052792778,0.0989830692108426,0.245610183322878,1.3757108728767,0.106769601382779,NA,0.219559506856852,NA,0.635975527853968,NA,0.261215472158842,0.541972560843645,1.3757108728767,NA,NA,1.87264643897297,0.446359394729979,1.5479989529335,NA,0.115121490820378,0.988559153175991,NA,NA,0.721226199064704,0.184907064189056,2.27530895126217,0.58371515641396,0.116372667742821,0.49776295988787,NA,NA,NA,0.336700804596592,0.146554931289412,0.57109576532231,1.4066171430778,0.040406527831155,NA,NA,NA,0.114871472673227,0.70920945175864,NA,0.23553197159352,NA,NA
"s009",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s010",2.17438461591502,2.75063779478205,2.50961514671005,2.99364154163276,NA,2.40236961905257,3.07160213730651,2.37050533725129,NA,0,2.59006484410815,2.91247789809494,3.0047076083157,2.51706026854071,3.01540963170897,NA,2.73530635160542,2.81686473198127,2.39156621419749,1.58248107733971,1.58248107733971,2.22917199725248,NA,NA,NA,3.01199234856239,2.55076577534683,2.34417686201722,2.61440509733528,NA,NA,2.89460874463142,2.31337522180151,2.54617062912808,2.73301272844958,NA,2.69518852269362,2.42105399007419,2.28786191914938,2.60962488801912,2.48841106906168,NA,2.83613718913558,3.00191097283042,NA,0.0178806896201987,2.52312376113258,NA,2.53877152841688,NA,2.54433694025389,2.6384895666063,2.44696914964859,1.77808609585807,NA,2.42888966996642,2.56850266207317,3.01490642786778,NA,1.66926920953477,3.10186138603423,2.48841106906168,NA,2.78041767858884,3.03977680227034,2.50506118789919,3.08714532761704,2.8067798991622,2.91247789809494,2.9189915335082,2.26008416434236,2.71345426138274,2.41091186508245,2.39572827362106,2.18341995817517,2.96828694413917,2.64887747414193,NA,2.74668895672474,NA,2.87581626780931,2.60818552544898,2.5369690970516,2.82124797471139,NA,2.93717911507406,2.53877152841688,3.05090108166171,2.3568692750675,2.86858101162329,2.44696914964859,NA,3.08714532761704,NA,3.03574263180151,2.78447608302698,3.07514687225897,2.66409911046256,2.50606282685049,NA,2.56138108211565,NA,NA,NA,2.49451077361888,2.85879356701649,2.74668895672474,2.87674262712441,NA,0.0345713732478716,NA,2.69518852269362,3.07613909787524,2.42105399007419,2.94335739004407,2.46948840646214,2.61611552057417,2.5369690970516,2.47727493863407,NA,2.59006484410815,NA,1.73452980939733,NA,2.63172080941014,2.91247789809494,2.5369690970516,NA,NA,2.04003353095532,2.81686473198127,0.822506384317798,NA,2.25538384643092,2.9241208167523,NA,NA,3.091731536316,2.55541240144035,0.0951963859891281,2.95422049366525,2.48687800499412,2.86826829713916,NA,NA,NA,2.70720614184789,2.51706026854071,2.94160110257361,2.50606282685049,2.41091186508245,NA,NA,NA,2.25563386457807,3.07971478900993,NA,2.13497336565778,NA,NA
